skill_raw;skill_normalized;domain;field;type_of_skill
Ecolabelling;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Mem authorization;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Mem Cancellation;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Water Monitoring;MEP Engineering;Engineering, Construction, Structural Engineering;Engineering;Hard
Mem Cancellations;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
MT Control;Electronics;Electronics;Electronics;Hard
Mem Guarantees;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Mem Modification;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Meme Optimization;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Meme Research;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
Regulation of the Energy Market;Energy Management;Sustainability;Environment, Sustainability;Hard
Customer Consulting;Customer Support;General, Sales;General, Sales;Hard, Soft
Artifact Management;Computer Science;General, Computer Science;IT;Hard
Violent Media;Film Editing and Production Design;Film Industry;Entertainment;Hard
Crude Oil and Fuels;Oil and Gas Management;Biochemistry, Sustainability;Environment, Sustainability, Automotives;Hard
System Alignment;System Administration;Computer Science, DevOps, Software Engineering;IT;Hard
Industrial Wastewater Management;Waste Management;Sustainability, Operations, Safety;Environment, Sustainability, Operations;Hard
Complex Analysis;Computer Science;General, Computer Science;IT;Hard
Solar Energy Management;Energy Management;Sustainability;Environment, Sustainability;Hard
Global Reporting Initiative;Reporting;General;General;Hard, Soft
Variations Identification;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Localisation;Product Management;Design, Product Management, Engineering, UX;Design;Hard
Disclosure Management;Intellectual Property and Copyright Law;Legal;General, Legal;Hard
Business Forecasting;Business Analysis;Accounting, Finance, Operations;General, Legal;Hard
Cobit;IT Operations & Management;Computer Science, DevOps, Software Engineering;IT;Hard
Microsoft Package;Microsoft Windows;General;General;Hard, Soft
International Public Energy Auctions;Energy Management;Sustainability;Environment, Sustainability;Hard
Customer Education;Customer Support;General, Sales;General, Sales;Hard, Soft
Distributed Services;Cloud-Computing;Software Engineering, DevOps;IT;Hard
Sales Proposal;Sales;Sales;Sales;Hard, Soft
Responding to Site Emergencies;Operations Management;Operations;Operations;Hard, Soft
Tower;Civil Engineering;Civil Engineering;Engineering;Hard
Compliance Training;Workplace Policy Conduct;Legal, Management;General, Legal;Hard, Soft
Microsoft Network;Microsoft Windows;General;General;Hard, Soft
Serverless Architecture;Web Design;Design, Product Management, Engineering, UX;Design;Hard
Mail;Communication;General;Communication;Soft
Microsoft Cognitive Toolkit;Microsoft Cognitive Toolkit;Software Engineering, Mobile Development;IT;Hard
Photovoltaic Technology;Energy Management;Sustainability;Environment, Sustainability;Hard
Technological Partners;OT;Computer Science, Software Engineering;IT;Hard
Informatics;Computer Science;General, Computer Science;IT;Hard
Environmental Issues;Environmental Science;Environment, Research, Sustainability;Environment, Research;Hard, Soft
APIC Certification;Supply Chain Management;Supply Chain, Operations, Logistics;Supply Chain, Logistics;Hard
Network Research;Network Administration;Computer Science;IT;Hard
Powerworld;Energy Management;Sustainability;Environment, Sustainability;Hard
Network Simulation;Network Administration;Computer Science;IT;Hard
Technological Evaluations;Product Management;Design, Product Management, Engineering, UX;Design;Hard
QC;Quality Control;QA, Computer Science;QA, IT;Hard
Energy Loss;Energy Management;Sustainability;Environment, Sustainability;Hard
Structure Inspection;Auditing;General;General;Hard
IP Management;Network Administration;Computer Science;IT;Hard
Semiconductor Technologies;Electronics;Electronics;Electronics;Hard
Renewable Electrical Systems;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Price Evolution;Cost Analysis;Accounting, Finance, Operations;Operations;Hard, Soft
Transact Electricity;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Electronic Maintenance;Electronics;Electronics;Electronics;Hard
Sus;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
Preparation and Monitoring of the Country SUS;Sustainability;Sustainability, Prevention, Safety;Environment, Sustainability;Hard
Container Architecture;Docker;Software Engineering, DevOps;IT;Hard
Amend;Maintenance;General;General;Soft
Elections Management;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
HR Procurement;Procurement;General, Operations, Sales;General;Hard, Soft
HR Successions;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Proactive Management;Proactivity;General;General;Soft
Service Control;Service Change;Sales, Operations;Sales, Operations;Hard, Soft
Business Modelling;Business Strategy;Sales, Operations;Sales, Operations;Hard, Soft
Cloud Architect;Cloud-Computing;Software Engineering, DevOps;IT;Hard
E-City;innovation;Operations, General;IT, Operations;Hard
Calibrations;Power Engineering;General, Engineering;General, Engineering;Hard
Microsoft Service Now;Microsoft Service Now;Operations, IT;IT, Operations;Hard
Contract Administration;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Disciplinary Files;Teamwork;General;Communication;Soft
Forecasting Congestion;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
APICS;Supply Chain Management;Supply Chain, Operations, Logistics;Supply Chain, Logistics;Hard
Operational Power Plant Experience;Energy Management;Sustainability;Environment, Sustainability;Hard
Mail Flow;Communication;General;Communication;Soft
Demand Research;Market Research;Data Analytics;IT;Hard
Technicians;Technician;Electronics;General, Electronics;Hard
Technics;Technician;Electronics;General, Electronics;Hard
Voltage Calculation;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Technology Advice;Tech Savvy;Computer Science, Software Engineering;IT;Hard
Transactional Data Analytics;Data Analytics;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Interval Data Management;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
SAP Scheduling;SAP;Operations;General;Hard, Soft
Web Hosting;Web Development;Software Engineering;IT;Hard
Localization;Computer Science;General, Computer Science;IT;Hard
API Architecture;APIs;Computer Science;IT;Hard
Contract Law;Legal Counseling;Legal;General, Legal;Hard
Econometric Modelling;Economics;Economics;Economics;Hard
Diagnostic Software;Software Maintenance;General, Software Enginereeing;IT;Hard
Turbine;Power Engineering;General, Engineering;General, Engineering;Hard
Wind Turbine Inspection;Power Engineering;General, Engineering;General, Engineering;Hard
Product Implementation;Product Management;Design, Product Management, Engineering, UX;Design;Hard
Power Plant Troubleshooting;Power Engineering;General, Engineering;General, Engineering;Hard
Corporate Counsel;Corporate Governance;Operations, Legal;Operations, Legal;Hard, Soft
Sistemi di analisi;Data Analytics;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
24 Hours;Flexibility;General;General;Soft
Site Emergencies;Web Development;Software Engineering;IT;Hard
Legal Requirements;Legal Counseling;Legal;General, Legal;Hard
Settlement;Legal Counseling;Legal;General, Legal;Hard
Charging Station;Power Engineering;General, Engineering;General, Engineering;Hard
Lockout Tag;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
Footnotes;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Electronic Testing;Electrical Wiring;Electronics, Electrical Wiring;Electronics;Hard
Construction Site Inspections;Web Development;Software Engineering;IT;Hard
Power Plant Operation;Power Engineering;General, Engineering;General, Engineering;Hard
Commercial Transactions;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Wind Technical;Power Engineering;General, Engineering;General, Engineering;Hard
Price Volume;Cost Analysis;Accounting, Finance, Operations;Operations;Hard, Soft
Microsoft Intune;Microsoft Intune;Software Engineering, DevOps;IT;Hard
Control Room Management;Security Protocols;Operations, Prevention;General;Hard
EDM;Web Development;Software Engineering;IT;Hard
Congestion Fundamentals;Web Development;Software Engineering;IT;Hard
Elevator Technicians;Technician;Electronics;General, Electronics;Hard
System Configuration;System Administration;Computer Science, DevOps, Software Engineering;IT;Hard
Innovation Research;Innovation;Operations, General;IT, Operations;Hard
Web Salesforce;Sales;Sales;Sales;Hard, Soft
Environmental Systems Engineering;Environmental Engineering;Engineering;Design, Engineering;Hard
Web Testing;Web Development;Software Engineering;IT;Hard
Failure Mode and Effect Analysis;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Marketplace;Market Research;Data Analytics;IT;Hard
Customer Qualification;Customer Support;General, Sales;General, Sales;Hard, Soft
Amendments;Legal Counseling;Legal;General, Legal;Hard
Strategic Financial Management;Financial Analysis;Data Analytics, Finance;IT, Statistics, Finance;Hard
SAP Fleet Management;SAP;Operations;General;Hard, Soft
Retail Buying;Retail;General;Retail;Soft
Vogue;Apparel and Fashion Design;Fashion;Fashion;Soft, Hard
Ticketing;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Cordova;Apache Cordova;Data Analytics, Data Science, Data Engineering, Computer Science, DevOps, Software Engineering;IT;Hard
Autodesk Design;Graphic Design;Design, Art, Modeling;Design;Hard
Smart City;Innovation;Operations, General;IT, Operations;Hard
Point of Purchase;Process Management;Operations;General;Hard, Soft
Preventive and reactive maintenance;Maintenance;General;General;Soft
User Registration;User Experience Design;Design, Product Management, Engineering, UX;Design;Hard
GitOps;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Fittings;Technician;Electronics;General, Electronics;Hard
Luxury Items;Luxury Management;Design, Marketing, Sales;Marketing;Hard, Soft
Luxe Design;Luxury Management;Design, Marketing, Sales;Marketing;Hard, Soft
Conceptualization;Concept Design;Design, Product Management, Engineering, UX;Design;Hard
Forensic Science;Chemistry;Chemistry, Research;Research;Hard
Payment Profile;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Adobe Visualforce;Adobe Creative Suite;Design, Art, Modeling;Design;Hard
Customer Debt Note Management;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Document Verification;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Personal Records;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Oracle Certification;Oracle;Data Engineering, Software Engineering;IT;Hard
SAP Solutions;SAP;Operations;General;Hard, Soft
Tamper Data;Web Development;Software Engineering;IT;Hard
Price List Management;Cost Analysis;Accounting, Finance, Operations;Operations;Hard, Soft
Concrete Design;Product Design;Design, Product Management, Engineering, UX;Design;Hard
Press Release Management;Publishing;Typography, Design;Typography, Design;Hard
Co;Business Management;Sales, Operations, Management;Sales, Operations;Hard, Soft
Space Management;Industrial Planning;Operations;Operations;Hard, Soft
Ramping;Physical Training;Sports, General;General;Soft
Shoring;Civil Engineering;Civil Engineering;Engineering;Hard
Pipefitting;MEP Engineering;Engineering, Construction, Structural Engineering;Engineering;Hard
Microsoft IT;IT Operations & Management;Computer Science, DevOps, Software Engineering;IT;Hard
SAP Operating System;SAP;Operations;General;Hard, Soft
Customer Identity;Consumer Behavior Analysis;SEO, CRO, Design, UX;Marketing, Design;Hard
Microsoft Technology;Microsoft Windows;General;General;Hard, Soft
Reconciling Accounts;Accounting;Accounting, Finance, Operations;General, Legal;Hard
Migration;People Management;Sales, New Business, HR;Sales, HR;Hard, Soft
Historical Research;Research;General;Research;Hard, Soft
Microsoft Software Debugging;Microsoft Windows;General;General;Hard, Soft
Retail Systems Management;Retail;General;Retail;Soft
Press;Brand Marketing;Design, Marketing;Design, Marketing;Hard, Soft
Telecommunications;Electronics;Electronics;Electronics;Hard
SANS;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
